preferences,seed,learn_rate,model_type,train_pairs,dev_pairs,test_pairs,epoch_num,loss_train,loss_dev,loss_test,rho_train,rho_p_train,pcc_train,pcc_p_train,tau_train,tau_p_train,rho_train_global,pcc_train_global,tau_train_global,rho_dev,rho_p_dev,pcc_dev,pcc_p_dev,tau_dev,tau_p_dev,rho_dev_global,pcc_dev_global,tau_dev_global,rho_test,rho_p_test,pcc_test,pcc_p_test,tau_test,tau_p_test,rho_test_global,pcc_test_global,tau_test_global
all,1,1.00E-06,deep,18901,4667,5776,19,0.58995208,0.642524829,0.673703565,0.538796054,0.046258101,0.566107362,0.027944803,0.44782097,0.046980945,0.59108115,0.586333107,0.458940724,0.376029844,0.16839231,0.410367523,0.091695607,0.304143836,0.16873627,0.379390411,0.387195081,0.287567746,0.264667503,0.196000092,0.279561617,0.19409453,0.220143968,0.197587971,0.245324615,0.233067406,0.192747641
all,1,1.00E-06,deep,18901,4667,5776,18,0.592599712,0.643124723,0.673715243,0.529387436,0.060351058,0.562160399,0.029711677,0.440195408,0.058788076,0.587944252,0.583193255,0.456442011,0.374474724,0.166175388,0.409223178,0.092128174,0.301890629,0.166189963,0.382178477,0.386871016,0.289056335,0.272340454,0.206068991,0.277147415,0.188805349,0.22263516,0.204811241,0.24183469,0.230236546,0.189704917
all,1,1.00E-06,deep,18901,4667,5776,20,0.587491917,0.64216851,0.673766464,0.534793477,0.045511801,0.570363853,0.026121953,0.444920954,0.045288664,0.593751509,0.589431455,0.461485035,0.378156752,0.168382788,0.411355264,0.092708494,0.304593386,0.168700726,0.377983673,0.386624353,0.286780047,0.266420407,0.189184399,0.2816113,0.201873487,0.220942535,0.19035328,0.246744543,0.236459963,0.193935791
all,1,1.00E-06,deep,18901,4667,5776,17,0.595345375,0.643706946,0.674089844,0.528123085,0.0642599,0.557764156,0.031748593,0.440253299,0.063848189,0.585774705,0.57979165,0.454687214,0.362377825,0.174584793,0.407981946,0.092361736,0.291793702,0.173616156,0.381139884,0.386689076,0.288846943,0.274383051,0.199357011,0.274144781,0.182694291,0.222388769,0.197671083,0.235460296,0.22657731,0.183709033
all,1,1.00E-06,deep,18901,4667,5776,22,0.582915571,0.641377813,0.674215908,0.548111626,0.040799993,0.577421728,0.023255602,0.455836511,0.039441795,0.599266598,0.594853599,0.465992103,0.377424574,0.174765291,0.413450203,0.09124852,0.302877389,0.179325807,0.381557989,0.387751168,0.290385994,0.266716848,0.194337278,0.285129019,0.210165673,0.220097061,0.193987902,0.249546037,0.24002536,0.196397786
all,1,1.00E-06,deep,18901,4667,5776,21,0.585204439,0.641531119,0.674239345,0.541648742,0.045771683,0.573508771,0.024840384,0.450605148,0.045825958,0.596177094,0.591928714,0.463272832,0.37273548,0.178770657,0.412593006,0.090435573,0.299361972,0.181825166,0.379732698,0.387911291,0.288652085,0.266173005,0.197021524,0.283351562,0.202677126,0.219814627,0.19994133,0.251269398,0.237031762,0.198006078
all,1,1.00E-06,deep,18901,4667,5776,16,0.598368985,0.644484217,0.674360028,0.519552242,0.068804733,0.55275131,0.034265118,0.432578582,0.068524428,0.582221621,0.575839492,0.451670399,0.361594482,0.182502141,0.406703868,0.092002446,0.292774622,0.181686602,0.381302074,0.387065997,0.289367861,0.260210312,0.173102165,0.270403021,0.175182212,0.214834016,0.165528922,0.227400534,0.221657261,0.176203259
all,1,1.00E-06,deep,18901,4667,5776,23,0.580920125,0.641090408,0.674592382,0.555448784,0.039246467,0.580744181,0.02199003,0.463678127,0.037433916,0.601600426,0.597311757,0.468047586,0.3658654,0.18259986,0.414096616,0.09118393,0.292896777,0.183534979,0.385359725,0.387976803,0.292791917,0.27853308,0.160993237,0.286214038,0.213096482,0.232847377,0.151173452,0.248828686,0.241487478,0.195984111
all,1,1.00E-06,deep,18901,4667,5776,14,0.605043247,0.646608946,0.67484452,0.509361639,0.06584144,0.542764938,0.03971788,0.423020851,0.0667424,0.573929156,0.567911768,0.444752444,0.35657893,0.181113001,0.403527973,0.09212738,0.287356074,0.180406493,0.378033227,0.387178615,0.286223583,0.241777875,0.175054879,0.262653594,0.163246925,0.196504327,0.171262217,0.21691058,0.211924998,0.165587602
all,1,1.00E-06,deep,18901,4667,5776,15,0.601612012,0.645500559,0.67486116,0.51319948,0.067380038,0.548079743,0.036722884,0.425731354,0.068059194,0.578282172,0.572086203,0.448254577,0.355958274,0.187178618,0.40522901,0.092285154,0.286751254,0.185819565,0.381313333,0.386845583,0.289266245,0.247916409,0.175828067,0.266782,0.16961176,0.202777035,0.171939645,0.22182583,0.217396832,0.170793659
all,1,1.00E-06,deep,18901,4667,5776,24,0.57890374,0.640845163,0.674884353,0.555791913,0.036264613,0.583846481,0.020859436,0.462744117,0.035720105,0.603879667,0.599663876,0.469596365,0.374951632,0.179870303,0.414904932,0.090236451,0.299331797,0.186029157,0.390629832,0.388787713,0.297021424,0.275721492,0.162453453,0.28741522,0.21268893,0.230466807,0.155742762,0.248138201,0.242182206,0.195383206
all,1,1.00E-06,deep,18901,4667,5776,13,0.608806856,0.647995652,0.675368794,0.502419389,0.071952822,0.536478836,0.043555794,0.417141001,0.072914435,0.569079912,0.562917166,0.440609597,0.373414492,0.148215564,0.40170545,0.090994612,0.302649826,0.143962428,0.38017988,0.387568357,0.287885861,0.231723309,0.163600076,0.257805023,0.154767527,0.186033557,0.15065271,0.211469517,0.204729629,0.15889592
all,1,1.00E-06,deep,18901,4667,5776,25,0.577146919,0.640795384,0.675595338,0.562273384,0.034637316,0.586911541,0.019795081,0.470132998,0.033314519,0.605993453,0.601880177,0.47142464,0.371438306,0.176998522,0.415496923,0.090143017,0.298444577,0.180959778,0.38649218,0.388979018,0.29377015,0.269331632,0.165580449,0.288384621,0.213268293,0.223480122,0.159047214,0.24859605,0.243235114,0.195423413
all,1,1.00E-06,deep,18901,4667,5776,26,0.575335455,0.64056024,0.675792712,0.561007614,0.034326411,0.589779352,0.018793673,0.468841644,0.032855329,0.60724049,0.603973251,0.472482401,0.376504451,0.173252749,0.416174293,0.089476804,0.302183049,0.174631007,0.388181266,0.389684862,0.294830026,0.277458469,0.157312409,0.288996261,0.213584948,0.232523217,0.149509333,0.249299468,0.243607182,0.195676287
all,1,1.00E-06,deep,18901,4667,5776,12,0.612781473,0.649497104,0.675922521,0.494068366,0.080732113,0.531016319,0.047101453,0.410516437,0.082183418,0.56523702,0.558324937,0.437090416,0.372642095,0.152772744,0.399737638,0.091041428,0.301159358,0.15063098,0.379379943,0.38691953,0.288210971,0.236563918,0.159391284,0.252568284,0.149589289,0.191286563,0.147241355,0.210535793,0.198727914,0.15794853
all,1,1.00E-06,deep,18901,4667,5776,27,0.573615656,0.64079253,0.676243865,0.567038303,0.030040507,0.592831206,0.017780436,0.474637212,0.029284285,0.609332143,0.606131696,0.474216611,0.379437389,0.174068629,0.416456613,0.090229336,0.303642282,0.177332994,0.385645844,0.389504024,0.292836222,0.273918195,0.160715139,0.289662089,0.215803568,0.229146729,0.154205722,0.252029649,0.24497021,0.197608363
all,1,1.00E-06,deep,18901,4667,5776,28,0.572071893,0.640541704,0.676432227,0.564750501,0.030006615,0.595203635,0.017017773,0.473444748,0.028709676,0.610465313,0.607865969,0.475090654,0.370394603,0.183742774,0.417052077,0.089192989,0.295230896,0.189133779,0.384244774,0.390468048,0.291759802,0.277330804,0.159719828,0.289923227,0.215346585,0.23245618,0.153526658,0.250365055,0.244536085,0.196682536
all,1,1.00E-06,deep,18901,4667,5776,29,0.570466625,0.640666344,0.676717913,0.567779894,0.030959505,0.598171643,0.016112715,0.475900669,0.030029388,0.612028503,0.609848865,0.476584564,0.382287474,0.185011142,0.41723284,0.090427193,0.301820449,0.190211417,0.383783769,0.390066796,0.291231131,0.295046077,0.180312359,0.289910963,0.21864951,0.249088527,0.178355769,0.252604885,0.245470728,0.198693537
all,1,1.00E-06,deep,18901,4667,5776,11,0.617116672,0.651257293,0.676948551,0.483903127,0.085251963,0.524093418,0.052031161,0.401369213,0.086547033,0.560440294,0.55250603,0.433060283,0.367539048,0.144798207,0.39718124,0.090576792,0.294542649,0.141989628,0.376122352,0.386765973,0.28543582,0.232583862,0.163643244,0.246246679,0.142587523,0.187124382,0.152759067,0.211047981,0.189912535,0.158811544
all,1,1.00E-06,deep,18901,4667,5776,30,0.568993026,0.640781096,0.677596063,0.570181303,0.030164085,0.600530582,0.015397915,0.478099693,0.029040942,0.61405107,0.611549061,0.478223673,0.381722724,0.183501053,0.417714076,0.089769481,0.302337344,0.187999978,0.383095198,0.390738662,0.290603402,0.294694319,0.180195533,0.290225049,0.219013341,0.249519648,0.173171864,0.250070256,0.245312149,0.196117484
all,1,1.00E-06,deep,18901,4667,5776,31,0.567542047,0.640893634,0.677817134,0.572094376,0.028595147,0.603138487,0.014645588,0.479118884,0.028564612,0.61540217,0.613301985,0.479385146,0.392671586,0.177110909,0.417975744,0.090316899,0.315117228,0.18093376,0.38474811,0.390804904,0.292857108,0.284893621,0.186023694,0.290226309,0.221233501,0.241227932,0.184338204,0.247775788,0.245729001,0.193892461
all,1,1.00E-06,deep,18901,4667,5776,10,0.621787648,0.653450215,0.677826658,0.479973454,0.089940342,0.516740448,0.057853414,0.397859754,0.092452656,0.554187115,0.546334295,0.428050907,0.360040249,0.154556428,0.394092683,0.091285856,0.290691196,0.148956229,0.373481852,0.385999516,0.2839541,0.222664293,0.166138863,0.239135828,0.136543498,0.176738129,0.162348883,0.20400675,0.180507003,0.151726946
all,1,1.00E-06,deep,18901,4667,5776,32,0.566191977,0.640713698,0.678613705,0.572850512,0.028604874,0.605226668,0.014048031,0.479609775,0.02835177,0.616830178,0.614788941,0.480681388,0.389280472,0.178498852,0.418416056,0.089274447,0.313343415,0.182088083,0.382440785,0.391735968,0.291000801,0.284926664,0.18543549,0.290034817,0.221241247,0.241465681,0.182837694,0.247024091,0.24486305,0.193762489
all,1,1.00E-06,deep,18901,4667,5776,33,0.564875636,0.640964264,0.678765008,0.570946092,0.028660294,0.60761728,0.013404791,0.478510774,0.02841743,0.617535687,0.616354818,0.481472413,0.392356643,0.177072977,0.418523445,0.089989578,0.315852087,0.178231819,0.382959101,0.391616878,0.291354091,0.284632703,0.196019947,0.289746145,0.224025347,0.23971434,0.194787299,0.249583721,0.245035302,0.195990476
all,1,1.00E-06,deep,18901,4667,5776,9,0.62680462,0.655819798,0.679193951,0.472977589,0.112611482,0.508409117,0.065288054,0.393530584,0.112239985,0.547116262,0.539162551,0.422103106,0.360675778,0.154116718,0.390767526,0.092276694,0.290364448,0.149793553,0.381522853,0.38470793,0.290516269,0.247407465,0.130511235,0.230920084,0.132330965,0.195779869,0.122689799,0.192983394,0.169544518,0.14319053
all,1,1.00E-06,deep,18901,4667,5776,34,0.563609271,0.641114914,0.679313711,0.577722464,0.027470253,0.609749603,0.012845656,0.484005838,0.026751324,0.618698321,0.617783438,0.482391324,0.39163965,0.177791849,0.418743588,0.089888385,0.314510208,0.182565685,0.384956228,0.39208379,0.293123977,0.269093337,0.208392494,0.28918825,0.225804505,0.22991246,0.20195873,0.246635327,0.244231369,0.194151675
all,1,1.00E-06,deep,18901,4667,5776,35,0.562398833,0.641216351,0.680096972,0.578206979,0.026148062,0.611837876,0.012307524,0.484880136,0.02566703,0.619426913,0.619186586,0.482971309,0.388747706,0.177644919,0.418887381,0.089728207,0.315561469,0.18066422,0.385061867,0.392503583,0.293587826,0.275038984,0.208525599,0.288810832,0.227284232,0.235594026,0.200597875,0.24434321,0.24365912,0.192880104
all,1,1.00E-06,deep,18901,4667,5776,36,0.561250599,0.641460735,0.680370248,0.582149218,0.025480339,0.614050012,0.011766965,0.48841144,0.025128554,0.620496305,0.620604687,0.483899391,0.389707251,0.177030048,0.418986811,0.090406305,0.313364984,0.181316091,0.383366838,0.39251951,0.291613721,0.268627095,0.21119483,0.288544888,0.230134542,0.229261098,0.204436524,0.244570282,0.24376304,0.193407921
all,1,1.00E-06,deep,18901,4667,5776,8,0.632218858,0.658534631,0.680639593,0.471224266,0.10938216,0.499110216,0.074167281,0.393068794,0.106185078,0.538800235,0.531111601,0.415108302,0.387647232,0.133452339,0.386540086,0.09596454,0.311597495,0.128755221,0.383008643,0.382577451,0.293421779,0.244177221,0.138974982,0.222029826,0.12935239,0.192286114,0.134057572,0.186491903,0.157195644,0.139165687
all,1,1.00E-06,deep,18901,4667,5776,37,0.560060129,0.641520263,0.680834752,0.584727348,0.025243897,0.615925587,0.011303184,0.491931919,0.024670115,0.62161401,0.621843186,0.484774944,0.385994789,0.175447735,0.419158119,0.09007012,0.312623731,0.177121628,0.383601227,0.39305035,0.292286395,0.272171732,0.22074353,0.287863509,0.231985739,0.232788152,0.216671928,0.245169458,0.24279103,0.193491408
all,1,1.00E-06,deep,18901,4667,5776,38,0.559065815,0.641780328,0.681489194,0.590171546,0.024913338,0.617889608,0.010857859,0.497389274,0.023984678,0.622197869,0.623021567,0.485351583,0.389250606,0.172679979,0.41911115,0.091016942,0.314543474,0.175705888,0.380909621,0.392889232,0.289981315,0.26149563,0.23747312,0.287174752,0.235057308,0.22287566,0.236377985,0.246633029,0.242347224,0.194605525
all,1,1.00E-06,deep,18901,4667,5776,39,0.557984603,0.641936216,0.682125924,0.596171914,0.023464714,0.619809065,0.010422238,0.502935159,0.022266499,0.623120423,0.624261205,0.486142435,0.386774787,0.17747894,0.419188512,0.090936247,0.310881409,0.177826183,0.383519526,0.393095465,0.291412882,0.263488053,0.236113422,0.286660107,0.236791744,0.225368547,0.237276256,0.246349129,0.241778456,0.194395105
all,1,1.00E-06,deep,18901,4667,5776,7,0.63800627,0.661612906,0.682180944,0.447509909,0.134265532,0.487735409,0.086357409,0.371927593,0.130719413,0.529339149,0.520913123,0.407156784,0.40403743,0.084443972,0.382007017,0.101453469,0.323301504,0.08418887,0.384477903,0.378103695,0.296167121,0.223215339,0.136054173,0.211586318,0.128028201,0.177447755,0.136981093,0.17125846,0.142035333,0.127661223
all,1,1.00E-06,deep,18901,4667,5776,41,0.555967527,0.642441011,0.682810449,0.595272661,0.024177819,0.62341575,0.009637189,0.502518559,0.022782176,0.625200529,0.626483292,0.488039432,0.390463898,0.17779454,0.419053809,0.09175348,0.315252544,0.179164551,0.38068088,0.393108117,0.289049553,0.266396935,0.235365006,0.285049089,0.24234283,0.22779181,0.231850526,0.248166528,0.240460771,0.196138589
all,1,1.00E-06,deep,18901,4667,5776,40,0.556993618,0.642126894,0.683000991,0.592452691,0.023597081,0.621529242,0.010038945,0.499576851,0.023057956,0.624173676,0.625302314,0.487112579,0.391268188,0.172582458,0.419267232,0.090979698,0.31804504,0.175100252,0.381725658,0.393368835,0.290083022,0.26207547,0.246474842,0.285721479,0.239099093,0.222847144,0.249552092,0.247809319,0.240676223,0.195058435
all,1,1.00E-06,deep,18901,4667,5776,6,0.644247696,0.665003282,0.683715478,0.448548511,0.134946212,0.475625246,0.10048595,0.374136043,0.12758401,0.517751155,0.509946317,0.3975618,0.422348488,0.062762102,0.375198239,0.115940433,0.33858779,0.063672878,0.388616296,0.371480709,0.299273835,0.20650673,0.184243897,0.200774546,0.130508477,0.16570247,0.185770362,0.159532175,0.126799608,0.118796241
all,1,1.00E-06,deep,18901,4667,5776,42,0.554960758,0.64244304,0.684051899,0.595165184,0.023534881,0.624817355,0.009327751,0.501935584,0.022826812,0.625315146,0.627313633,0.487946963,0.391072504,0.168934198,0.419202695,0.091127287,0.316672022,0.1703298,0.380711488,0.393872822,0.289114668,0.247268362,0.269823892,0.283881304,0.243669617,0.214053853,0.278818107,0.245789044,0.238664267,0.193954692
all,1,1.00E-06,deep,18901,4667,5776,43,0.554157688,0.642542074,0.684527,0.59831531,0.024043129,0.626325049,0.009012175,0.505498728,0.022740337,0.626003227,0.628266031,0.488417829,0.387473029,0.174533817,0.419306714,0.090737511,0.312550545,0.176722016,0.379934441,0.394240492,0.288225511,0.249314806,0.26965931,0.282978335,0.245099858,0.216259166,0.278755051,0.24570001,0.237478023,0.194339985
all,1,1.00E-06,deep,18901,4667,5776,44,0.553138196,0.642874632,0.685398076,0.599286936,0.024185621,0.627950601,0.008683378,0.505687859,0.023036196,0.627190035,0.629199651,0.489448353,0.384518928,0.178340479,0.419182593,0.091328865,0.309706535,0.182568643,0.379526023,0.39413581,0.287784487,0.254317093,0.278898814,0.282065693,0.248358444,0.220060032,0.287155365,0.246411533,0.236724084,0.194651138
all,1,1.00E-06,deep,18901,4667,5776,5,0.650870369,0.66872303,0.685489253,0.436894887,0.145201082,0.460181887,0.120243313,0.36306285,0.137901388,0.505639354,0.495809284,0.387613049,0.395058569,0.126042272,0.361227699,0.150798369,0.318986152,0.12662767,0.370572652,0.360127572,0.282790566,0.198880944,0.162132167,0.187899314,0.137091161,0.158712365,0.161683752,0.13293759,0.108148481,0.099274324
all,1,1.00E-06,deep,18901,4667,5776,45,0.552316019,0.643099574,0.686176584,0.598387829,0.023436934,0.629408857,0.008390957,0.50420521,0.021820089,0.627966946,0.630084416,0.490187151,0.386754374,0.173886116,0.419114709,0.09139547,0.311817227,0.176643871,0.379796488,0.394555518,0.288052055,0.248455753,0.267815958,0.280966125,0.250865953,0.21501175,0.274558012,0.245235912,0.23542166,0.19344181
all,1,1.00E-06,deep,18901,4667,5776,46,0.551456341,0.643057126,0.686369038,0.598231244,0.02344431,0.63079529,0.008115241,0.504866815,0.0217069,0.628568381,0.630897207,0.490726688,0.388010434,0.178057479,0.419144788,0.091293357,0.311031697,0.183025733,0.378794036,0.394855148,0.287018465,0.250155699,0.264969387,0.280100019,0.25319508,0.217151829,0.271213732,0.246950642,0.23435882,0.194670104
all,1,1.00E-06,deep,18901,4667,5776,47,0.550712079,0.643263111,0.687057458,0.600814123,0.02303737,0.632198355,0.007845363,0.50723823,0.021351121,0.629235507,0.631690476,0.49127971,0.390206902,0.177724665,0.419042908,0.091624596,0.315517658,0.179185056,0.376627742,0.395031765,0.2853996,0.250104491,0.272345324,0.278996436,0.256000659,0.216896757,0.280415193,0.247205011,0.233141787,0.195022385
all,1,1.00E-06,deep,18901,4667,5776,4,0.657990039,0.672757123,0.68737676,0.42067806,0.166423212,0.441079976,0.142841819,0.349091448,0.158377957,0.488893178,0.47820921,0.374241476,0.377218608,0.209715687,0.334352634,0.198917294,0.305394344,0.214878111,0.335652261,0.342177868,0.255757045,0.170367758,0.196776258,0.174496046,0.147071458,0.136192254,0.185947517,0.110402543,0.08766909,0.082353481
all,1,1.00E-06,deep,18901,4667,5776,48,0.549830199,0.643456918,0.687801749,0.603530017,0.021562145,0.63337438,0.007612582,0.508659556,0.020484517,0.630032044,0.632347531,0.491874591,0.406527424,0.147108355,0.419052446,0.09107739,0.330830703,0.1464798,0.378828937,0.395687771,0.287459368,0.240690591,0.292038317,0.277800532,0.258087727,0.20762361,0.294524701,0.245741393,0.231442103,0.193355191
all,1,1.00E-06,deep,18901,4667,5776,49,0.549148055,0.643821424,0.688598895,0.607512594,0.020959221,0.634931872,0.007348405,0.512440159,0.01987122,0.630840689,0.633253828,0.492613056,0.405958199,0.148395247,0.418871936,0.092011789,0.328477824,0.147940311,0.380165217,0.395262473,0.288557865,0.240401978,0.308945255,0.27695138,0.261837749,0.207588124,0.318910804,0.244776723,0.231007489,0.193142438
all,1,1.00E-06,deep,18901,4667,5776,50,0.548304071,0.644207251,0.688888554,0.605351427,0.021518165,0.636434345,0.007093287,0.51084742,0.020237639,0.631750628,0.634050796,0.49335373,0.404624794,0.149283988,0.41866271,0.092939231,0.330044056,0.146873263,0.380113431,0.394762313,0.288745878,0.242521629,0.295336703,0.276220379,0.264835321,0.210276739,0.307362949,0.243323317,0.23067795,0.191895922
all,1,1.00E-06,deep,18901,4667,5776,3,0.66579751,0.677095859,0.689025427,0.407631671,0.193656605,0.419498691,0.163390906,0.333920902,0.200504397,0.465779569,0.458006416,0.355934793,0.30841105,0.223882786,0.296978676,0.175155081,0.249917599,0.208808799,0.297268942,0.316554448,0.225480062,0.143383213,0.196375813,0.16283713,0.158033532,0.111705611,0.186706483,0.095300616,0.068230612,0.070626618
all,1,1.00E-06,deep,18901,4667,5776,2,0.674762433,0.681913671,0.690715823,0.371797334,0.205737485,0.387516046,0.199540732,0.303930866,0.217329816,0.431730247,0.426650611,0.328408704,0.253244134,0.212491014,0.248648558,0.195382265,0.203687883,0.209323406,0.252691195,0.267808167,0.189182321,0.10588717,0.208366444,0.148501188,0.170433074,0.079476567,0.205159695,0.061862258,0.042207995,0.046069864
all,1,1.00E-06,deep,18901,4667,5776,1,0.686282703,0.68738063,0.691643785,0.339687174,0.181123217,0.36598792,0.199536958,0.280880866,0.188425824,0.413854575,0.407711167,0.314595434,0.262747327,0.351243986,0.217435932,0.263651248,0.207645084,0.361833193,0.217673382,0.203932307,0.160488124,0.143492716,0.2207382,0.149031467,0.188705504,0.112851499,0.202679042,0.061533237,0.031786432,0.046620069
